PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,Title,OtherName,OtherNameExists,AgeBin,TicketPrefix,TicketNo,FareBin,CabinLevel,CabinQty,NoCabin
640,0,3,"Thorneycroft, Mr. Percival",male,NA,1,0,376564,16.1,NA,S,Thorneycroft,Mr,NA,FALSE,NA,NA,376564,12,NA,NA,TRUE
641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,NA,S,Jensen,Mr,NA,FALSE,5,NA,350050,5,NA,NA,TRUE
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,C,Sagesser,Mlle,NA,FALSE,8,PC,17477,18,B,1,FALSE
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,NA,S,Skoog,Miss,NA,FALSE,1,NA,347088,15,NA,NA,TRUE
644,1,3,"Foo, Mr. Choong",male,NA,0,0,1601,56.4958,NA,S,Foo,Mr,NA,FALSE,NA,NA,1601,18,NA,NA,TRUE
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,NA,C,Baclini,Miss,NA,FALSE,1,NA,2666,12,NA,NA,TRUE
646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,D33,C,Harper,Mr,NA,FALSE,18,PC,17572,18,D,1,FALSE
647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,NA,S,Cor,Mr,NA,FALSE,5,NA,349231,5,NA,NA,TRUE
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,C,Simonius-Blumer,Col,NA,FALSE,20,NA,13213,16,A,1,FALSE
649,0,3,"Willey, Mr. Edward",male,NA,0,0,S.O./P.P. 751,7.55,NA,S,Willey,Mr,NA,FALSE,NA,SO/PP,751,3,NA,NA,TRUE
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,NA,S,Stanley,Miss,NA,FALSE,7,CA,2314,3,NA,NA,TRUE
651,0,3,"Mitkoff, Mr. Mito",male,NA,0,0,349221,7.8958,NA,S,Mitkoff,Mr,NA,FALSE,NA,NA,349221,5,NA,NA,TRUE
652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,NA,S,Doling,Miss,NA,FALSE,4,NA,231919,13,NA,NA,TRUE
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,NA,S,Kalvik,Mr,NA,FALSE,6,NA,8475,7,NA,NA,TRUE
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,NA,0,0,330919,7.8292,NA,Q,O'Leary,Miss,NA,FALSE,NA,NA,330919,4,NA,NA,TRUE
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,NA,Q,Hegarty,Miss,NA,FALSE,4,NA,365226,1,NA,NA,TRUE
656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,NA,S,Hickman,Mr,NA,FALSE,8,SOC,14879,18,NA,NA,TRUE
657,0,3,"Radeff, Mr. Alexander",male,NA,0,0,349223,7.8958,NA,S,Radeff,Mr,NA,FALSE,NA,NA,349223,5,NA,NA,TRUE
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,NA,Q,Bourke,Mrs,Catherine,TRUE,13,NA,364849,11,NA,NA,TRUE
659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,NA,S,Eitemiller,Mr,NA,FALSE,7,NA,29751,10,NA,NA,TRUE
660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,C,Newell,Mr,NA,FALSE,20,NA,35273,20,D,1,FALSE
661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,133.65,NA,S,Frauenthal,Dr,NA,FALSE,19,PC,17611,20,NA,NA,TRUE
662,0,3,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,NA,C,Badt,Mr,NA,FALSE,16,NA,2623,2,NA,NA,TRUE
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,E58,S,Colley,Mr,NA,FALSE,18,NA,5727,13,E,1,FALSE
664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,NA,S,Coleff,Mr,NA,FALSE,15,NA,349210,2,NA,NA,TRUE
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,NA,S,Lindqvist,Mr,NA,FALSE,5,STON/O 2,3101285,6,NA,NA,TRUE
666,0,2,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,NA,S,Hickman,Mr,NA,FALSE,13,SOC,14879,18,NA,NA,TRUE
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,NA,S,Butler,Mr,NA,FALSE,9,NA,234686,10,NA,NA,TRUE
668,0,3,"Rommetvedt, Mr. Knud Paust",male,NA,0,0,312993,7.775,NA,S,Rommetvedt,Mr,NA,FALSE,NA,NA,312993,4,NA,NA,TRUE
669,0,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,NA,S,Cook,Mr,NA,FALSE,17,A/5,3536,7,NA,NA,TRUE
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,NA,1,0,19996,52,C126,S,Taylor,Mrs,Juliet Cummins Wright,TRUE,NA,NA,19996,17,C,1,FALSE
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,NA,S,Brown,Mrs,Elizabeth Catherine Ford,TRUE,16,NA,29750,16,NA,NA,TRUE
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S,Davidson,Mr,NA,FALSE,12,FC,12750,17,B,1,FALSE
673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,NA,S,Mitchell,Mr,NA,FALSE,20,CA,24580,9,NA,NA,TRUE
674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,NA,S,Wilhelms,Mr,NA,FALSE,12,NA,244270,10,NA,NA,TRUE
675,0,2,"Watson, Mr. Ennis Hastings",male,NA,0,0,239856,0,NA,S,Watson,Mr,NA,FALSE,NA,NA,239856,1,NA,NA,TRUE
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,NA,S,Edvardsson,Mr,NA,FALSE,4,NA,349912,4,NA,NA,TRUE
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,NA,S,Sawyer,Mr,NA,FALSE,8,NA,342826,7,NA,NA,TRUE
678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,NA,S,Turja,Miss,NA,FALSE,4,NA,4138,8,NA,NA,TRUE
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,NA,S,Goodwin,Mrs,Augusta Tyler,TRUE,17,CA,2144,17,NA,NA,TRUE
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,Cardeza,Mr,NA,FALSE,15,PC,17755,20,B,3,FALSE
681,0,3,"Peters, Miss. Katie",female,NA,0,0,330935,8.1375,NA,Q,Peters,Miss,NA,FALSE,NA,NA,330935,7,NA,NA,TRUE
682,1,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,C,Hassab,Mr,NA,FALSE,10,PC,17572,18,D,1,FALSE
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,NA,S,Olsvigen,Mr,NA,FALSE,5,NA,6563,8,NA,NA,TRUE
684,0,3,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,NA,S,Goodwin,Mr,NA,FALSE,3,CA,2144,17,NA,NA,TRUE
685,0,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,NA,S,Brown,Mr,NA,FALSE,20,NA,29750,16,NA,NA,TRUE
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,NA,C,Laroche,Mr,NA,FALSE,9,SC/Paris,2123,17,NA,NA,TRUE
687,0,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,NA,S,Panula,Mr,NA,FALSE,3,NA,3101295,17,NA,NA,TRUE
688,0,3,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,NA,S,Dakic,Mr,NA,FALSE,5,NA,349228,8,NA,NA,TRUE
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,NA,S,Fischer,Mr,NA,FALSE,4,NA,350036,4,NA,NA,TRUE
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,Madill,Miss,NA,FALSE,3,NA,24160,20,B,1,FALSE
691,1,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S,Dick,Mr,NA,FALSE,12,NA,17474,18,B,1,FALSE
692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,NA,C,Karun,Miss,NA,FALSE,2,NA,349256,10,NA,NA,TRUE
693,1,3,"Lam, Mr. Ali",male,NA,0,0,1601,56.4958,NA,S,Lam,Mr,NA,FALSE,NA,NA,1601,18,NA,NA,TRUE
694,0,3,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,NA,C,Saad,Mr,NA,FALSE,9,NA,2672,2,NA,NA,TRUE
695,0,1,"Weir, Col. John",male,60,0,0,113800,26.55,NA,S,Weir,Col,NA,FALSE,20,NA,113800,14,NA,NA,TRUE
696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,NA,S,Chapman,Mr,NA,FALSE,19,NA,248731,10,NA,NA,TRUE
697,0,3,"Kelly, Mr. James",male,44,0,0,363592,8.05,NA,S,Kelly,Mr,NA,FALSE,17,NA,363592,7,NA,NA,TRUE
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,NA,0,0,35852,7.7333,NA,Q,Mullens,Miss,NA,FALSE,NA,NA,35852,3,NA,NA,TRUE
699,0,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,Thayer,Mr,NA,FALSE,18,NA,17421,19,C,1,FALSE
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,Humblen,Mr,NA,FALSE,17,NA,348121,3,F,1,FALSE
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,C,Astor,Mrs,Madeleine Talmadge Force,TRUE,4,PC,17757,20,C,2,FALSE
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,S,Silverthorne,Mr,NA,FALSE,14,PC,17475,14,E,1,FALSE
703,0,3,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,NA,C,Barbara,Miss,NA,FALSE,4,NA,2691,11,NA,NA,TRUE
704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,NA,Q,Gallagher,Mr,NA,FALSE,9,NA,36864,3,NA,NA,TRUE
705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,NA,S,Hansen,Mr,NA,FALSE,9,NA,350025,5,NA,NA,TRUE
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,NA,S,Morley,Mr,"""Mr Henry Marshall""",TRUE,16,NA,250655,14,NA,NA,TRUE
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,NA,S,Kelly,Mrs,NA,FALSE,18,NA,223596,10,NA,NA,TRUE
708,1,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,S,Calderhead,Mr,NA,FALSE,17,PC,17476,14,E,1,FALSE
709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,NA,S,Cleaver,Miss,NA,FALSE,7,NA,113781,20,NA,NA,TRUE
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,NA,1,1,2661,15.2458,NA,C,Moubarek,Master,"""William George""",TRUE,NA,NA,2661,11,NA,NA,TRUE
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,Mayne,Mlle,"""Mrs de Villiers""",TRUE,8,PC,17482,17,C,1,FALSE
712,0,1,"Klaber, Mr. Herman",male,NA,0,0,113028,26.55,C124,S,Klaber,Mr,NA,FALSE,NA,NA,113028,14,C,1,FALSE
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,Taylor,Mr,NA,FALSE,18,NA,19996,17,C,1,FALSE
714,0,3,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,NA,S,Larsson,Mr,NA,FALSE,11,NA,7545,8,NA,NA,TRUE
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,NA,S,Greenberg,Mr,NA,FALSE,19,NA,250647,10,NA,NA,TRUE
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,Soholt,Mr,NA,FALSE,5,NA,348124,3,F,1,FALSE
717,1,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,C,Endres,Miss,NA,FALSE,16,PC,17757,20,C,1,FALSE
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,Troutt,Miss,NA,FALSE,10,NA,34218,9,E,1,FALSE
719,0,3,"McEvoy, Mr. Michael",male,NA,0,0,36568,15.5,NA,Q,McEvoy,Mr,NA,FALSE,NA,NA,36568,11,NA,NA,TRUE
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,NA,S,Johnson,Mr,NA,FALSE,13,NA,347062,4,NA,NA,TRUE
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,NA,S,Harper,Miss,NA,FALSE,2,NA,248727,16,NA,NA,TRUE
722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,NA,S,Jensen,Mr,NA,FALSE,4,NA,350048,1,NA,NA,TRUE
723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,NA,S,Gillespie,Mr,NA,FALSE,14,NA,12233,10,NA,NA,TRUE
724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,NA,S,Hodges,Mr,NA,FALSE,19,NA,250643,10,NA,NA,TRUE
725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,Chambers,Mr,NA,FALSE,10,NA,113806,17,E,1,FALSE
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,NA,S,Oreskovic,Mr,NA,FALSE,5,NA,315094,7,NA,NA,TRUE
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,NA,S,Renouf,Mrs,Lillian Jefferys,TRUE,12,NA,31027,12,NA,NA,TRUE
728,1,3,"Mannion, Miss. Margareth",female,NA,0,0,36866,7.7375,NA,Q,Mannion,Miss,NA,FALSE,NA,NA,36866,3,NA,NA,TRUE
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,NA,S,Bryhl,Mr,NA,FALSE,9,NA,236853,14,NA,NA,TRUE
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,NA,S,Ilmakangas,Miss,NA,FALSE,9,STON/O2,3101271,6,NA,NA,TRUE
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,Allen,Miss,NA,FALSE,11,NA,24160,20,B,1,FALSE
732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,NA,C,Hassan,Mr,NA,FALSE,2,NA,2699,12,NA,NA,TRUE
733,0,2,"Knight, Mr. Robert J",male,NA,0,0,239855,0,NA,S,Knight,Mr,NA,FALSE,NA,NA,239855,1,NA,NA,TRUE
734,0,2,"Berriman, Mr. William John",male,23,0,0,28425,13,NA,S,Berriman,Mr,NA,FALSE,7,NA,28425,10,NA,NA,TRUE
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,NA,S,Troupiansky,Mr,NA,FALSE,7,NA,233639,10,NA,NA,TRUE
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,NA,S,Williams,Mr,NA,FALSE,11,NA,54636,12,NA,NA,TRUE
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,NA,S,Ford,Mrs,Margaret Ann Watson,TRUE,18,W/C,6608,16,NA,NA,TRUE
738,1,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,C,Lesurer,Mr,NA,FALSE,14,PC,17755,20,B,1,FALSE
739,0,3,"Ivanoff, Mr. Kanio",male,NA,0,0,349201,7.8958,NA,S,Ivanoff,Mr,NA,FALSE,NA,NA,349201,5,NA,NA,TRUE
740,0,3,"Nankoff, Mr. Minko",male,NA,0,0,349218,7.8958,NA,S,Nankoff,Mr,NA,FALSE,NA,NA,349218,5,NA,NA,TRUE
741,1,1,"Hawksford, Mr. Walter James",male,NA,0,0,16988,30,D45,S,Hawksford,Mr,NA,FALSE,NA,NA,16988,15,D,1,FALSE
742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,Cavendish,Mr,NA,FALSE,15,NA,19877,19,C,1,FALSE
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson,Miss,NA,FALSE,6,PC,17608,20,B,4,FALSE
744,0,3,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,NA,S,McNamee,Mr,NA,FALSE,8,NA,376566,12,NA,NA,TRUE
745,1,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,NA,S,Stranden,Mr,NA,FALSE,12,STON/O 2,3101288,6,NA,NA,TRUE
746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S,Crosby,Capt,NA,FALSE,20,WE/P,5735,18,B,1,FALSE
747,0,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,NA,S,Abbott,Mr,NA,FALSE,3,CA,2673,12,NA,NA,TRUE
748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,NA,S,Sinkkonen,Miss,NA,FALSE,12,NA,250648,10,NA,NA,TRUE
749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S,Marvin,Mr,NA,FALSE,5,NA,113773,17,D,1,FALSE
750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,NA,Q,Connaghton,Mr,NA,FALSE,12,NA,335097,4,NA,NA,TRUE
751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,23,NA,S,Wells,Miss,NA,FALSE,2,NA,29103,13,NA,NA,TRUE
752,1,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,S,Moor,Master,NA,FALSE,2,NA,392096,9,E,1,FALSE
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,NA,S,Vande Velde,Mr,NA,FALSE,13,NA,345780,8,NA,NA,TRUE
754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,NA,S,Jonkoff,Mr,NA,FALSE,7,NA,349204,5,NA,NA,TRUE
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,NA,S,Herman,Mrs,Jane Laver,TRUE,18,NA,220845,18,NA,NA,TRUE
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,NA,S,Hamalainen,Master,NA,FALSE,1,NA,250649,11,NA,NA,TRUE
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,NA,S,Carlsson,Mr,NA,FALSE,11,NA,350042,4,NA,NA,TRUE
758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,NA,S,Bailey,Mr,NA,FALSE,4,NA,29108,9,NA,NA,TRUE
759,0,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,NA,S,Theobald,Mr,NA,FALSE,14,NA,363294,7,NA,NA,TRUE
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,Rothes,the Countess,Lucy Noel Martha Dyer-Edwards,TRUE,13,NA,110152,19,B,1,FALSE
761,0,3,"Garfirth, Mr. John",male,NA,0,0,358585,14.5,NA,S,Garfirth,Mr,NA,FALSE,NA,NA,358585,11,NA,NA,TRUE
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,NA,S,Nirva,Mr,NA,FALSE,17,SOTON/O2,3101272,1,NA,NA,TRUE
763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,NA,C,Barah,Mr,NA,FALSE,5,NA,2663,2,NA,NA,TRUE
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,Carter,Mrs,Lucile Polk,TRUE,15,NA,113760,20,B,2,FALSE
765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,NA,S,Eklund,Mr,NA,FALSE,3,NA,347074,4,NA,NA,TRUE
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,S,Hogeboom,Mrs,Anna Andrews,TRUE,19,NA,13502,19,D,1,FALSE
767,0,1,"Brewe, Dr. Arthur Jackson",male,NA,0,0,112379,39.6,NA,C,Brewe,Dr,NA,FALSE,NA,NA,112379,16,NA,NA,TRUE
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,NA,Q,Mangan,Miss,NA,FALSE,12,NA,364850,4,NA,NA,TRUE
769,0,3,"Moran, Mr. Daniel J",male,NA,1,0,371110,24.15,NA,Q,Moran,Mr,NA,FALSE,NA,NA,371110,13,NA,NA,TRUE
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,NA,S,Gronnestad,Mr,NA,FALSE,13,NA,8471,7,NA,NA,TRUE
771,0,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,NA,S,Lievens,Mr,NA,FALSE,8,NA,345781,8,NA,NA,TRUE
772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,NA,S,Jensen,Mr,NA,FALSE,18,NA,350047,5,NA,NA,TRUE
773,0,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,S,Mack,Mrs,Mary,TRUE,20,NA,3,9,E,1,FALSE
774,0,3,"Elias, Mr. Dibo",male,NA,0,0,2674,7.225,NA,C,Elias,Mr,NA,FALSE,NA,NA,2674,2,NA,NA,TRUE
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,NA,S,Hocking,Mrs,Eliza Needs,TRUE,19,NA,29105,13,NA,NA,TRUE
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,NA,S,Myhrman,Mr,NA,FALSE,4,NA,347078,4,NA,NA,TRUE
777,0,3,"Tobin, Mr. Roger",male,NA,0,0,383121,7.75,F38,Q,Tobin,Mr,NA,FALSE,NA,NA,383121,4,F,1,FALSE
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,NA,S,Emanuel,Miss,NA,FALSE,2,NA,364516,9,NA,NA,TRUE
779,0,3,"Kilgannon, Mr. Thomas J",male,NA,0,0,36865,7.7375,NA,Q,Kilgannon,Mr,NA,FALSE,NA,NA,36865,3,NA,NA,TRUE
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,Robert,Mrs,Elisabeth Walton McMillan,TRUE,17,NA,24160,20,B,1,FALSE
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,NA,C,Ayoub,Miss,NA,FALSE,2,NA,2687,2,NA,NA,TRUE
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,Dick,Mrs,Vera Gillespie,TRUE,4,NA,17474,18,B,1,FALSE
783,0,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,S,Long,Mr,NA,FALSE,11,NA,113501,15,D,1,FALSE
784,0,3,"Johnston, Mr. Andrew G",male,NA,1,2,W./C. 6607,23.45,NA,S,Johnston,Mr,NA,FALSE,NA,W/C,6607,13,NA,NA,TRUE
785,0,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,NA,S,Ali,Mr,NA,FALSE,9,SOTON/OQ,3101312,1,NA,NA,TRUE
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,NA,S,Harmer,Mr,David Lishin,TRUE,9,NA,374887,2,NA,NA,TRUE
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,NA,S,Sjoblom,Miss,NA,FALSE,4,NA,3101265,2,NA,NA,TRUE
788,0,3,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,NA,Q,Rice,Master,NA,FALSE,2,NA,382652,15,NA,NA,TRUE
789,1,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,NA,S,Dean,Master,NA,FALSE,1,CA,2315,12,NA,NA,TRUE
790,0,1,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,79.2,B82 B84,C,Guggenheim,Mr,NA,FALSE,18,PC,17593,19,B,2,FALSE
791,0,3,"Keane, Mr. Andrew ""Andy""",male,NA,0,0,12460,7.75,NA,Q,Keane,Mr,NA,FALSE,NA,NA,12460,4,NA,NA,TRUE
792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,NA,S,Gaskell,Mr,NA,FALSE,3,NA,239865,14,NA,NA,TRUE
793,0,3,"Sage, Miss. Stella Anna",female,NA,8,2,CA. 2343,69.55,NA,S,Sage,Miss,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
794,0,1,"Hoyt, Mr. William Fisher",male,NA,0,0,PC 17600,30.6958,NA,C,Hoyt,Mr,NA,FALSE,NA,PC,17600,15,NA,NA,TRUE
795,0,3,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,NA,S,Dantcheff,Mr,NA,FALSE,9,NA,349203,5,NA,NA,TRUE
796,0,2,"Otter, Mr. Richard",male,39,0,0,28213,13,NA,S,Otter,Mr,NA,FALSE,16,NA,28213,10,NA,NA,TRUE
797,1,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,S,Leader,Dr,Farnham,TRUE,18,NA,17465,13,D,1,FALSE
798,1,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,NA,S,Osman,Mrs,NA,FALSE,12,NA,349244,7,NA,NA,TRUE
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,NA,C,Ibrahim Shawah,Mr,NA,FALSE,12,NA,2685,2,NA,NA,TRUE
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,NA,S,Van Impe,Mrs,Rosalie Paula Govaert,TRUE,12,NA,345773,13,NA,NA,TRUE
801,0,2,"Ponesell, Mr. Martin",male,34,0,0,250647,13,NA,S,Ponesell,Mr,NA,FALSE,14,NA,250647,10,NA,NA,TRUE
